Target Word,AI Prediction,Rule-Based Prediction,Entropy Prediction,Steps
FLUTY,FLUTY,FLUTY,FLUTY,6
COURT,TSARS,SOARS,TRANS,1
COURT,POORT,POORT,RUTTY,2
COURT,COURT,COURT,BLURT,3
COURT,COURT,COURT,COURT,4
COURT,COURT,COURT,COURT,5
COURT,COURT,COURT,COURT,6
JEELY,MOLLE,ROULE,DOLIE,1
JEELY,REELY,KELLY,REPEL,2
JEELY,FEELY,FEYLY,FEELY,3
JEELY,DEELY,JEELY,JEELY,4
JEELY,JEELY,JEELY,JEELY,5
JEELY,JEELY,JEELY,JEELY,6
ROIST,TONES,HORST,TORES,1
ROIST,ROOST,ROIST,ROYST,2
ROIST,ROUST,ROIST,ROOST,3
ROIST,ROIST,ROIST,ROUST,4
ROIST,ROIST,ROIST,ROIST,5
ROIST,ROIST,ROIST,ROIST,6
HORST,SOBAS,JOURS,TORAS,1
HORST,COPSY,SORGO,HORST,2
HORST,HORST,HORST,HORST,3
HORST,HORST,HORST,HORST,4
HORST,HORST,HORST,HORST,5
HORST,HORST,HORST,HORST,6
FINDS,SADES,AREDD,AIRED,1
FINDS,BONDS,CLODS,WILDS,2
FINDS,FINDS,WINDS,FINDS,3
FINDS,FINDS,FINDS,FINDS,4
FINDS,FINDS,FINDS,FINDS,5
FINDS,FINDS,FINDS,FINDS,6
LADES,SABES,LAWNS,TEARS,1
LADES,TARES,LALLS,LAMES,2
LADES,LAMES,LADES,LAZES,3
LADES,LAXES,LADES,LACES,4
LADES,LASES,LADES,LAXES,5
LADES,LAZES,LADES,LANES,6
GENTS,SENTS,VENTS,TENDS,1
GENTS,FENTS,CENTS,HENTS,2
GENTS,CENTS,MENTS,GENTS,3
GENTS,DENTS,FENTS,GENTS,4
GENTS,GENTS,RENTS,GENTS,5
GENTS,GENTS,DENTS,GENTS,6
USQUE,BERES,KERFS,TORES,1
USQUE,POSSE,EOSIN,MINSE,2
USQUE,USQUE,GUYSE,USQUE,3
USQUE,USQUE,USQUE,USQUE,4
USQUE,USQUE,USQUE,USQUE,5
USQUE,USQUE,USQUE,USQUE,6
PEATS,BEANS,VESPA,NEATS,1
PEATS,SEATS,PEASE,SEATS,2
PEATS,FEATS,PEAGS,FEATS,3
PEATS,GEATS,PEATS,PEATS,4
PEATS,JEATS,PEATS,PEATS,5
PEATS,MEATS,PEATS,PEATS,6
GINGS,SONES,DEROS,TORES,1
GINGS,BINKS,JINGS,KILNS,2
GINGS,DINTS,SINGS,MINDS,3
GINGS,GINGS,GINGS,WINGS,4
GINGS,GINGS,GINGS,SINGS,5
GINGS,GINGS,GINGS,BINGS,6
AMUCK,SAMPS,AEVUM,HAEMS,1
AMUCK,AMENE,AMUCK,AMNIC,2
AMUCK,AMIGA,AMUCK,AMUCK,3
AMUCK,AMAUT,AMUCK,AMUCK,4
AMUCK,AMUCK,AMUCK,AMUCK,5
AMUCK,AMUCK,AMUCK,AMUCK,6
COATE,TATTS,MOTOR,TARES,1
COATE,CRATE,COSTE,PLATE,2
COATE,COATE,COATE,ABATE,3
COATE,COATE,COATE,OVATE,4
COATE,COATE,COATE,COATE,5
COATE,COATE,COATE,COATE,6
PLEBS,SNEBS,GREBE,ROBLE,1
PLEBS,PLEBS,SLEBS,PLEBS,2
PLEBS,PLEBS,PLEBS,PLEBS,3
PLEBS,PLEBS,PLEBS,PLEBS,4
PLEBS,PLEBS,PLEBS,PLEBS,5
PLEBS,PLEBS,PLEBS,PLEBS,6
SAMMY,MANAS,TAGUA,LANTS,1
SAMMY,SAMMY,NASON,MASHY,2
SAMMY,SAMMY,CAMPS,SAMMY,3
SAMMY,SAMMY,SAMFI,SAMMY,4
SAMMY,SAMMY,SAMMY,SAMMY,5
SAMMY,SAMMY,SAMMY,SAMMY,6
DULES,LEMES,VELUM,DALES,1
DULES,SALES,PULER,DULES,2
DULES,TILES,YULES,DULES,3
DULES,HULES,HULES,DULES,4
DULES,DULES,DULES,DULES,5
DULES,DULES,DULES,DULES,6
TORUS,SOOTS,POWNS,RIOTS,1
TORUS,TOUNS,GOUTS,TOURS,2
TORUS,TORUS,TORUS,TORUS,3
TORUS,TORUS,TORUS,TORUS,4
TORUS,TORUS,TORUS,TORUS,5
TORUS,TORUS,TORUS,TORUS,6
REIKS,DACES,PUSES,TARES,1
REIKS,TEETS,EARDS,KEIRS,2
REIKS,PERLS,RENKS,REIKS,3
REIKS,REINS,RECKS,REIKS,4
REIKS,REIFS,REEKS,REIKS,5
REIKS,REIKS,REIKS,REIKS,6
NOEME,ACMIC,YAMPA,RIMAE,1
NOEME,PLOMB,NOEME,THEME,2
NOEME,WORMY,NOEME,NOEME,3
NOEME,NOEME,NOEME,NOEME,4
NOEME,NOEME,NOEME,NOEME,5
NOEME,NOEME,NOEME,NOEME,6
RELET,SONES,SKEES,TORES,1
RELET,PETER,TOWED,MUTER,2
RELET,REVET,UPTER,GREET,3
RELET,REMET,REVET,RELET,4
RELET,RELET,REMET,RELET,5
RELET,RELET,REGET,RELET,6
FLIRS,SALIS,NADIR,SARIN,1
FLIRS,FLIMS,PRIMI,ERICS,2
FLIRS,FLIPS,SEIRS,LOIRS,3
FLIRS,FLIRS,LOIRS,FLIRS,4
FLIRS,FLIRS,FLIRS,FLIRS,5
FLIRS,FLIRS,FLIRS,FLIRS,6
BUBBA,SABES,ASTUN,TARES,1
BUBBA,JIBBA,JAMBU,PLICA,2
BUBBA,BUBBA,BUBBA,BHAVA,3
BUBBA,BUBBA,BUBBA,BUBBA,4
BUBBA,BUBBA,BUBBA,BUBBA,5
BUBBA,BUBBA,BUBBA,BUBBA,6
PITSU,SOOTS,BITOS,RIOTS,1
PITSU,WURST,DITSY,DITSY,2
PITSU,PITSU,PITSU,PITSU,3
PITSU,PITSU,PITSU,PITSU,4
PITSU,PITSU,PITSU,PITSU,5
PITSU,PITSU,PITSU,PITSU,6
PITTU,LITHS,BITOU,PITHS,1
PITTU,KITTY,PITSU,PITTU,2
PITTU,MITTA,PITTU,PITTU,3
PITTU,DITTO,PITTU,PITTU,4
PITTU,PITTU,PITTU,PITTU,5
PITTU,PITTU,PITTU,PITTU,6
SHINE,SABES,SLEWS,LANES,1
SHINE,SEELD,SPICE,SWINE,2
SHINE,SPINE,SEINE,SHINE,3
SHINE,SHINE,SHINE,SHINE,4
SHINE,SHINE,SHINE,SHINE,5
SHINE,SHINE,SHINE,SHINE,6
CUSPS,SNEES,HOCKS,POLES,1
CUSPS,COOPS,CULMS,GYMPS,2
CUSPS,CUSPS,CUFFS,CUSPS,3
CUSPS,CUSPS,CUZES,CUSPS,4
CUSPS,CUSPS,CUSPS,CUSPS,5
CUSPS,CUSPS,CUSPS,CUSPS,6
GEMOT,MAROR,PREON,AEROS,1
GEMOT,TIMON,EMBOW,BETON,2
GEMOT,GEMOT,MAJOE,DEVOT,3
GEMOT,GEMOT,DEMOT,GEMOT,4
GEMOT,GEMOT,GEMOT,GEMOT,5
GEMOT,GEMOT,GEMOT,GEMOT,6
SHONE,SHARE,SHINE,SHORE,1
SHONE,SHONE,SHONE,SHOVE,2
SHONE,SHONE,SHONE,SHOTE,3
SHONE,SHONE,SHONE,SHONE,4
SHONE,SHONE,SHONE,SHONE,5
SHONE,SHONE,SHONE,SHONE,6
SLORM,STERE,SPIRT,STORE,1
SLORM,SORRY,SKYRE,SCORN,2
SLORM,SCORN,SHORL,SLORM,3
SLORM,SHORL,SLORM,SLORM,4
SLORM,SLORM,SLORM,SLORM,5
SLORM,SLORM,SLORM,SLORM,6
WHISS,SHINS,SHIOK,SHIRT,1
WHISS,KHIRS,WHISS,PHISH,2
WHISS,WHITS,WHISS,WHISK,3
WHISS,WHIMS,WHISS,WHISS,4
WHISS,WHIOS,WHISS,WHISS,5
WHISS,WHIPS,WHISS,WHISS,6
COLEY,SERES,RAJES,RALES,1
COLEY,BOKED,BOGEY,DOLEY,2
COLEY,COLEY,LOOEY,MOLEY,3
COLEY,COLEY,HOLEY,COLEY,4
COLEY,COLEY,COLEY,COLEY,5
COLEY,COLEY,COLEY,COLEY,6
BUNTS,TOUTS,PESTS,TILES,1
BUNTS,BUSTS,OONTS,PUNTS,2
BUNTS,BUTTS,BINTS,MUNTS,3
BUNTS,BUNTS,BUNTS,FUNTS,4
BUNTS,BUNTS,BUNTS,CUNTS,5
BUNTS,BUNTS,BUNTS,BUNTS,6
CUTIN,POOTY,MOUCH,COLIN,1
CUTIN,TIGHT,CUPID,CUTIN,2
CUTIN,UNTIN,CUNIT,CUTIN,3
CUTIN,CUTIN,CUTIN,CUTIN,4
CUTIN,CUTIN,CUTIN,CUTIN,5
CUTIN,CUTIN,CUTIN,CUTIN,6
NIPPY,SHITS,MAILS,TAILS,1
NIPPY,LIMBY,BIKKY,BINGO,2
NIPPY,DINKY,TIZZY,NIFFY,3
NIPPY,PIONY,GIPPY,NIPPY,4
NIPPY,NIPPY,PIPPY,NIPPY,5
NIPPY,NIPPY,DIPPY,NIPPY,6
SOWMS,SOLAS,MADOS,TOLAS,1
SOWMS,SOUTS,SOUMS,COMUS,2
SOWMS,SOPHS,SOWMS,MOBOS,3
SOWMS,SOWMS,SOWMS,SOWMS,4
SOWMS,SOWMS,SOWMS,SOWMS,5
SOWMS,SOWMS,SOWMS,SOWMS,6
CARTA,RARES,PAEON,TARES,1
CARTA,PARRY,LAUFS,YARTA,2
CARTA,MARON,CARBY,CARTA,3
CARTA,LARVA,CARTA,CARTA,4
CARTA,JARTA,CARTA,CARTA,5
CARTA,CARTA,CARTA,CARTA,6
SOLES,RORES,ROMER,ROSED,1
SOLES,LOKES,FOLEY,MOLES,2
SOLES,TOLES,VOLED,NOLES,3
SOLES,HOLES,COLES,POLES,4
SOLES,GOLES,NOLES,SOLES,5
SOLES,JOLES,HOLES,SOLES,6
CULPA,NANUA,PHYMA,NOEMA,1
CULPA,OUTTA,AJUPA,CULPA,2
CULPA,PULKA,CUPPA,CULPA,3
CULPA,CULPA,CULPA,CULPA,4
CULPA,CULPA,CULPA,CULPA,5
CULPA,CULPA,CULPA,CULPA,6
PAWER,RATER,FIBER,AIDER,1
PAWER,LAVER,TOWER,TAPER,2
PAWER,PAWER,LAWER,PALER,3
PAWER,PAWER,RAWER,PAYER,4
PAWER,PAWER,PAWER,PAWER,5
PAWER,PAWER,PAWER,PAWER,6
LAVES,LAVES,PLAVS,LAVES,1
LAVES,LAVES,LEVAS,LAVES,2
LAVES,LAVES,LAVES,LAVES,3
LAVES,LAVES,LAVES,LAVES,4
LAVES,LAVES,LAVES,LAVES,5
LAVES,LAVES,LAVES,LAVES,6
RUNTY,RANTY,RANTY,PANTY,1
RUNTY,RUNTY,RUNTY,MINTY,2
RUNTY,RUNTY,RUNTY,RUNTY,3
RUNTY,RUNTY,RUNTY,RUNTY,4
RUNTY,RUNTY,RUNTY,RUNTY,5
RUNTY,RUNTY,RUNTY,RUNTY,6
VLOGS,SOBAS,TOURS,TORAS,1
VLOGS,PROPS,ALKOS,BLOGS,2
VLOGS,NMOLS,SLOWS,SLOGS,3
VLOGS,GLOWS,VLOGS,CLOGS,4
VLOGS,FLOGS,VLOGS,VLOGS,5
VLOGS,CLOGS,VLOGS,VLOGS,6
HUCKS,MUCKS,PUCKS,FOCUS,1
HUCKS,LUCKS,LUCKS,TUCKS,2
HUCKS,BUCKS,CUCKS,CUCKS,3
HUCKS,RUCKS,BUCKS,GUCKS,4
HUCKS,CUCKS,DUCKS,PUCKS,5
HUCKS,DUCKS,RUCKS,LUCKS,6
SLIME,SHIES,MALAI,TINES,1
SLIME,STIME,LIMED,SPILE,2
SLIME,SLIME,CLIME,SLIME,3
SLIME,SLIME,GLIME,SLIME,4
SLIME,SLIME,SLIME,SLIME,5
SLIME,SLIME,SLIME,SLIME,6
FEERS,REERD,JEERS,TIERS,1
FEERS,SEERS,PEERS,SEERS,2
FEERS,FEERS,MEERS,JEERS,3
FEERS,FEERS,LEERS,VEERS,4
FEERS,FEERS,BEERS,DEERS,5
FEERS,FEERS,SEERS,MEERS,6
BUFFI,SAKIS,QUIBS,SAINE,1
BUFFI,DOING,PUBIC,DOMIC,2
BUFFI,IMPEL,BUFFI,KULFI,3
BUFFI,BUFFI,BUFFI,BUFFI,4
BUFFI,BUFFI,BUFFI,BUFFI,5
BUFFI,BUFFI,BUFFI,BUFFI,6
ACINI,RAGIS,RADIF,RAINS,1
ACINI,CNIDA,BOOAI,AHING,2
ACINI,ACINI,THAGI,AMINE,3
ACINI,ACINI,ANIMI,ACINI,4
ACINI,ACINI,ACINI,ACINI,5
ACINI,ACINI,ACINI,ACINI,6
CRAYS,RABAT,PARDI,TAINS,1
CRAYS,ARARS,TRAWL,BRADS,2
CRAYS,CRANS,BRASS,PRAGS,3
CRAYS,CRASS,FRAGS,CRAYS,4
CRAYS,CRAPS,XRAYS,CRAYS,5
CRAYS,CRAWS,CRAYS,CRAYS,6
BRASS,ROADS,DELES,TARES,1
BRASS,ARARS,CRISS,BRADS,2
BRASS,TRAYS,GROSS,BRAYS,3
BRASS,BRAWS,FRASS,BRAKS,4
BRASS,BRASS,BRASS,BRAWS,5
BRASS,BRASS,BRASS,BRASS,6
BIONT,BIONS,BIONS,BIONT,1
BIONT,BIONT,BIONT,BIONT,2
BIONT,BIONT,BIONT,BIONT,3
BIONT,BIONT,BIONT,BIONT,4
BIONT,BIONT,BIONT,BIONT,5
BIONT,BIONT,BIONT,BIONT,6
MEDIA,RAADS,HANDS,SARED,1
MEDIA,AIDED,ADVEW,ABIDE,2
MEDIA,MEDIA,ECARD,MEDIA,3
MEDIA,MEDIA,MEDIA,MEDIA,4
MEDIA,MEDIA,MEDIA,MEDIA,5
MEDIA,MEDIA,MEDIA,MEDIA,6
ABASK,SKEAR,KIASU,KNARS,1
ABASK,KOAPS,ABASK,STALK,2
ABASK,FLASK,ABASK,ABASK,3
ABASK,ABASK,ABASK,ABASK,4
ABASK,ABASK,ABASK,ABASK,5
ABASK,ABASK,ABASK,ABASK,6
CELTS,LEMES,FELCH,MELAS,1
CELTS,WELTS,CELOM,DELTS,2
CELTS,KELTS,CELTS,BELTS,3
CELTS,YELTS,CELTS,CELTS,4
CELTS,GELTS,CELTS,CELTS,5
CELTS,FELTS,CELTS,CELTS,6
MYOPY,SCOPS,AHOLD,ALIOS,1
MYOPY,NIOPO,QUOIS,MUCKO,2
MYOPY,MYOPY,KNOCK,MYOPY,3
MYOPY,MYOPY,MYOPY,MYOPY,4
MYOPY,MYOPY,MYOPY,MYOPY,5
MYOPY,MYOPY,MYOPY,MYOPY,6
GUILT,SCABS,NAMMA,TAILS,1
GUILT,MINTY,FUSKS,BUILT,2
GUILT,WHIFT,CUPPY,QUILT,3
GUILT,QUILT,QUILT,GUILT,4
GUILT,GUILT,BUILT,GUILT,5
GUILT,GUILT,GUILT,GUILT,6
INURE,ICING,KNIVE,IRONE,1
INURE,INNER,INGLE,INURE,2
INURE,INERM,INNIE,INURE,3
INURE,INURE,INURE,INURE,4
INURE,INURE,INURE,INURE,5
INURE,INURE,INURE,INURE,6
ASHES,ACCAS,CRAVE,TEARS,1
ASHES,ALOES,KNEAD,ALECS,2
ASHES,ARSES,SEPTA,AIDES,3
ASHES,AIXES,ASSES,ASSES,4
ASHES,ADZES,ASHES,ASHES,5
ASHES,ANTES,ASHES,ASHES,6
MIEVE,SADES,GAZES,TARES,1
MIEVE,OPEPE,POIRE,MOILE,2
MIEVE,MNEME,MIEVE,MINGE,3
MIEVE,MIEVE,MIEVE,MIXIE,4
MIEVE,MIEVE,MIEVE,MICHE,5
MIEVE,MIEVE,MIEVE,MIEVE,6
SAREE,SAFER,SAWED,SILER,1
SAREE,SAREE,SALET,SPRED,2
SAREE,SAREE,SAREE,SOREE,3
SAREE,SAREE,SAREE,SCREE,4
SAREE,SAREE,SAREE,SAREE,5
SAREE,SAREE,SAREE,SAREE,6
THEWS,TABES,TWATS,TERAS,1
THEWS,TEELS,TROWS,TOLES,2
THEWS,TRESS,THEWS,THEWS,3
THEWS,THEWS,THEWS,THEWS,4
THEWS,THEWS,THEWS,THEWS,5
THEWS,THEWS,THEWS,THEWS,6
CLUCK,SOOLS,NJIRL,TOILS,1
CLUCK,LINGY,PLUMP,PLUCK,2
CLUCK,CHURL,SLUGS,CLUCK,3
CLUCK,CLUMP,CLUCK,CLUCK,4
CLUCK,CLUCK,CLUCK,CLUCK,5
CLUCK,CLUCK,CLUCK,CLUCK,6
FLORA,REARD,AMARO,TIARE,1
FLORA,BAJRA,FLORA,ABORD,2
FLORA,ANTRA,FLORA,FLORA,3
FLORA,FLORA,FLORA,FLORA,4
FLORA,FLORA,FLORA,FLORA,5
FLORA,FLORA,FLORA,FLORA,6
TARPS,TARES,TALES,TARNS,1
TARPS,TARNS,TAUTS,TARTS,2
TARPS,TARPS,TATHS,TARAS,3
TARPS,TARPS,TAINS,TARES,4
TARPS,TARPS,TAWAS,TARPS,5
TARPS,TARPS,TARPS,TARPS,6
WHANG,SABES,BARNS,TARES,1
WHANG,AUDAD,THANA,MONAL,2
WHANG,GRANA,PHANG,BHUNA,3
WHANG,KLANG,WHANG,WHANG,4
WHANG,THANG,WHANG,WHANG,5
WHANG,PHANG,WHANG,WHANG,6
KHATS,SAUTS,OUGHT,RATES,1
KHATS,BRATS,CHATS,SLATS,2
KHATS,CLATS,BHATS,BHATS,3
KHATS,FEATS,WHATS,KHATS,4
KHATS,GOATS,KHATS,KHATS,5
KHATS,PYATS,KHATS,KHATS,6
SHERO,PROFS,ROHUN,ROTES,1
SHERO,ROSET,TROTH,SPORE,2
SHERO,SHERO,HYDRO,SHERO,3
SHERO,SHERO,SHERO,SHERO,4
SHERO,SHERO,SHERO,SHERO,5
SHERO,SHERO,SHERO,SHERO,6
SYBIL,RAGIS,PRINT,SARIN,1
SYBIL,SQUIT,FUJIS,SPLIT,2
SYBIL,SPOIL,ASWIM,SYBIL,3
SYBIL,SYBIL,SYBIL,SYBIL,4
SYBIL,SYBIL,SYBIL,SYBIL,5
SYBIL,SYBIL,SYBIL,SYBIL,6
SWIVE,SWAGE,RESAW,SEWAR,1
SWIVE,SWIRE,TOWSE,SWINE,2
SWIVE,SWINE,SWINE,SWIVE,3
SWIVE,SWIVE,SWIPE,SWIVE,4
SWIVE,SWIVE,SWIVE,SWIVE,5
SWIVE,SWIVE,SWIVE,SWIVE,6
HOOFS,SOOTS,YUKKY,TOILS,1
HOOFS,BOOKS,INTIL,PONDS,2
HOOFS,DOOLS,DSOMO,BOUKS,3
HOOFS,GOONS,SPOSH,GOWFS,4
HOOFS,HOOFS,WHOWS,HOOFS,5
HOOFS,HOOFS,BOOHS,HOOFS,6
GORAL,PACAY,TROAT,NORIA,1
GORAL,BORAL,BORAK,MORAL,2
GORAL,RORAL,MORAL,BORAL,3
GORAL,MORAL,GORAL,CORAL,4
GORAL,LORAL,GORAL,HORAL,5
GORAL,HORAL,GORAL,LORAL,6
GYRED,RAYED,HYENA,RAYLE,1
GYRED,GYRED,GYVED,GYRED,2
GYRED,GYRED,GYBED,GYRED,3
GYRED,GYRED,GYRED,GYRED,4
GYRED,GYRED,GYRED,GYRED,5
GYRED,GYRED,GYRED,GYRED,6
PELTS,PEATS,PATTA,PEATS,1
PELTS,PENTS,PUNTS,PELTS,2
PELTS,PELTS,PELTS,PELTS,3
PELTS,PELTS,PELTS,PELTS,4
PELTS,PELTS,PELTS,PELTS,5
PELTS,PELTS,PELTS,PELTS,6
DARGS,RABAT,ADORB,TORAS,1
DARGS,SAROS,DRATS,PARDS,2
DARGS,CARKS,DARKS,DARKS,3
DARGS,DARNS,DARGS,DARNS,4
DARGS,DARGS,DARGS,DARBS,5
DARGS,DARGS,DARGS,DARGS,6
SNIES,SERES,CENTS,RALES,1
SNIES,SALES,NOXES,TINES,2
SNIES,SONES,SNIES,SNIES,3
SNIES,SNIES,SNIES,SNIES,4
SNIES,SNIES,SNIES,SNIES,5
SNIES,SNIES,SNIES,SNIES,6
BATTU,POOAY,BUNIA,CONIA,1
BATTU,ABAND,BAPPU,MALTY,2
BATTU,MAMBA,BAYOU,BATTU,3
BATTU,BATCH,BATTU,BATTU,4
BATTU,BATTU,BATTU,BATTU,5
BATTU,BATTU,BATTU,BATTU,6
REAIS,SEERS,REANS,PEARS,1
REAIS,READS,REALS,REAIS,2
REAIS,REANS,REAMS,REAIS,3
REAIS,REALS,REAKS,REAIS,4
REAIS,REAPS,REAIS,REAIS,5
REAIS,REAMS,REAIS,REAIS,6
SUCKY,SICKY,SUCKY,SICKY,1
SUCKY,SUCKY,SUCKY,SUCKY,2
SUCKY,SUCKY,SUCKY,SUCKY,3
SUCKY,SUCKY,SUCKY,SUCKY,4
SUCKY,SUCKY,SUCKY,SUCKY,5
SUCKY,SUCKY,SUCKY,SUCKY,6
VIRGA,ABACA,MORAT,ANTRE,1
VIRGA,PORTA,PURDA,MORIA,2
VIRGA,VERRA,AGRIA,VIRGA,3
VIRGA,VIRGA,VIRGA,VIRGA,4
VIRGA,VIRGA,VIRGA,VIRGA,5
VIRGA,VIRGA,VIRGA,VIRGA,6
BRIKI,BONES,BEZZY,BORES,1
BRIKI,BRITT,BRINK,BRINK,2
BRIKI,BRIKI,BRIKI,BRIKI,3
BRIKI,BRIKI,BRIKI,BRIKI,4
BRIKI,BRIKI,BRIKI,BRIKI,5
BRIKI,BRIKI,BRIKI,BRIKI,6
GHOUL,LOLLS,LIVID,DIOLS,1
GHOUL,QUORL,GHUSL,PROWL,2
GHOUL,GHOUL,GHOUL,GHOUL,3
GHOUL,GHOUL,GHOUL,GHOUL,4
GHOUL,GHOUL,GHOUL,GHOUL,5
GHOUL,GHOUL,GHOUL,GHOUL,6
ABBOT,SABES,DOOCE,TARES,1
ABBOT,BOBAC,PULMO,PLOAT,2
ABBOT,ARBOR,SYBOW,GOAFT,3
ABBOT,ADBOT,ARBOR,ADBOT,4
ABBOT,ABBOT,ABBOT,ABBOT,5
ABBOT,ABBOT,ABBOT,ABBOT,6
UNMET,TEFFS,TREYS,TRIES,1
UNMET,CHEET,NONET,BOLET,2
UNMET,NONET,UNGET,UNMET,3
UNMET,UNLET,UNLET,UNMET,4
UNMET,UNWET,UNWET,UNMET,5
UNMET,UNMET,UNKET,UNMET,6
YOKUL,SABES,LEGGE,TARES,1
YOKUL,POOTY,DOULA,GOLDY,2
YOKUL,YOKUL,SOLUS,YOKUL,3
YOKUL,YOKUL,YOKUL,YOKUL,4
YOKUL,YOKUL,YOKUL,YOKUL,5
YOKUL,YOKUL,YOKUL,YOKUL,6
PILIS,BABES,TSARS,TARES,1
PILIS,DIRTS,LENDS,MILDS,2
PILIS,FINIS,GULFS,PILLS,3
PILIS,MIMIS,ZILLS,PILUS,4
PILIS,PILIS,PILIS,PILIS,5
PILIS,PILIS,PILIS,PILIS,6
POCKY,POOEY,HOOHA,MORAE,1
POCKY,PORTY,TOTTY,HOTLY,2
POCKY,POLLY,DODGY,BODGY,3
POCKY,POMMY,COLEY,COPPY,4
POCKY,POPPY,JOCKY,POCKY,5
POCKY,POGGY,POCKY,POCKY,6
GEASA,RASTA,VERSA,TENIA,1
GEASA,SCAPA,GEASA,KERMA,2
GEASA,GEASA,GEASA,GEASA,3
GEASA,GEASA,GEASA,GEASA,4
GEASA,GEASA,GEASA,GEASA,5
GEASA,GEASA,GEASA,GEASA,6
STEAL,RAADS,LIVRE,TARES,1
STEAL,SETAE,UNLED,STELA,2
STEAL,SPEAT,MESAL,STEAL,3
STEAL,STEAL,SHEAL,STEAL,4
STEAL,STEAL,SPEAL,STEAL,5
STEAL,STEAL,STEAL,STEAL,6
HEXER,SABES,ATIGI,TARES,1
HEXER,RIVER,SHUSH,RILED,2
HEXER,DETER,HELED,PREEM,3
HEXER,HEXER,HEBEN,EEVER,4
HEXER,HEXER,HEXER,HEXER,5
HEXER,HEXER,HEXER,HEXER,6
SLUFF,SOLAS,SLANT,SALIS,1
SLUFF,SLIPT,SLOYD,SLUMP,2
SLUFF,SLUNK,SLURP,SLUNK,3
SLUFF,SLUFF,SLUMS,SLUBB,4
SLUFF,SLUFF,SLUFF,SLUFF,5
SLUFF,SLUFF,SLUFF,SLUFF,6
LEWIS,SPODS,SIZER,TORES,1
LEWIS,BICES,ECIGS,DEILS,2
LEWIS,REIKS,WEEIS,LEWIS,3
LEWIS,LEVIS,LEWIS,LEWIS,4
LEWIS,LEWIS,LEWIS,LEWIS,5
LEWIS,LEWIS,LEWIS,LEWIS,6
CHOTT,TRONS,DROOP,TRONS,1
CHOTT,COOPT,THOSE,CHOTA,2
CHOTT,CHOTT,CHOUT,CHOTT,3
CHOTT,CHOTT,CHOTT,CHOTT,4
CHOTT,CHOTT,CHOTT,CHOTT,5
CHOTT,CHOTT,CHOTT,CHOTT,6
UNODE,SONSE,COHOE,ROUSE,1
UNODE,PRONE,PLORE,OUPHE,2
UNODE,GNOME,SMOKE,UNODE,3
UNODE,KNOWE,UNODE,UNODE,4
UNODE,UNODE,UNODE,UNODE,5
UNODE,UNODE,UNODE,UNODE,6
CUTTO,PONCE,BOREL,RONTE,1
CUTTO,CROOL,PUUKO,PUTTO,2
CUTTO,CUTTO,FUNGO,CUTTO,3
CUTTO,CUTTO,YUMMO,CUTTO,4
CUTTO,CUTTO,CUTTO,CUTTO,5
CUTTO,CUTTO,CUTTO,CUTTO,6
TATUS,TATES,TEEMS,TARES,1
TATUS,TATUS,TABLS,TAILS,2
TATUS,TATUS,TANAS,TAPAS,3
TATUS,TATUS,TAPUS,TANKS,4
TATUS,TATUS,TAXUS,TABUS,5
TATUS,TATUS,TATUS,TAXUS,6
TOEAS,TACES,THENS,TOEAS,1
TOEAS,TOEAS,TOEAS,TOEAS,2
TOEAS,TOEAS,TOEAS,TOEAS,3
TOEAS,TOEAS,TOEAS,TOEAS,4
TOEAS,TOEAS,TOEAS,TOEAS,5
TOEAS,TOEAS,TOEAS,TOEAS,6
DEBIT,TATER,THRAE,TIARE,1
DEBIT,PEENT,NEPIT,EDICT,2
DEBIT,DEMIT,DEMIT,DEBIT,3
DEBIT,DEBIT,DEBIT,DEBIT,4
DEBIT,DEBIT,DEBIT,DEBIT,5
DEBIT,DEBIT,DEBIT,DEBIT,6
MILOS,MAKOS,MADOS,MESON,1
MILOS,MELOS,MOGOS,MOKOS,2
MILOS,MILOS,MELOS,MAYOS,3
MILOS,MILOS,MILOS,MILOS,4
MILOS,MILOS,MILOS,MILOS,5
MILOS,MILOS,MILOS,MILOS,6
OTTOS,REPOS,VISOR,RELOS,1
OTTOS,SOLOS,BOHOS,MOBOS,2
OTTOS,VIVOS,PUTOS,UPDOS,3
OTTOS,OTTOS,OTTOS,TIFOS,4
OTTOS,OTTOS,OTTOS,OTTOS,5
OTTOS,OTTOS,OTTOS,OTTOS,6
GUARD,PRADS,BREIS,REAIS,1
GUARD,DEARE,AZURY,CLARY,2
GUARD,GUARD,QUARK,AKARA,3
GUARD,GUARD,GUARD,GUARD,4
GUARD,GUARD,GUARD,GUARD,5
GUARD,GUARD,GUARD,GUARD,6
RYNDS,YABAS,PSYOP,AYRES,1
RYNDS,TYEES,SWAYS,RYNDS,2
RYNDS,PYROS,YEGGS,RYNDS,3
RYNDS,RYNDS,FYRDS,RYNDS,4
RYNDS,RYNDS,RYNDS,RYNDS,5
RYNDS,RYNDS,RYNDS,RYNDS,6
HAIRY,TAIRA,ILIAL,RAITA,1
HAIRY,FAIRY,MOIRA,BAIRN,2
HAIRY,HAIRY,CAIRN,VAIRY,3
HAIRY,HAIRY,VAIRY,FAIRY,4
HAIRY,HAIRY,FAIRY,HAIRY,5
HAIRY,HAIRY,HAIRY,HAIRY,6
UNSAW,SORAS,PUJAS,SERAL,1
UNSAW,ASSAM,UNSAW,MONAS,2
UNSAW,BESAT,UNSAW,UNSAY,3
